日期,週次,新增確診,每週新增確診,確診總人數,不明性別,不明總數,新增男性,男性總數,確診男性率,新增女性,女性總數,確診女性率,新增軍人,敦睦總人數,軍隊率,新增境外,境外總人數,境外率,新增本土,本土總人數,本土率,新增不明,不明總人數,不明率,新增死亡,死亡總人數,死亡率,當日未知感染源數,未知感染源總數,已知感染源數,新增解除隔離,解除隔離數,解除隔離+死亡,未解除隔離數,備註,,,
11月28日 星期日,49,+10,,16588,+0,12255,+7,2427,14.63%,+3,1906,11.49%,+0,36,0.22%,+10,1946,11.73%,+0,14591,87.96%,+0,15,0.09%,+0,847,5.11%,+0,25,16563,+0,14875,15722,866,,,,
11月29日 星期一,49,+8,,16596,+0,12255,+7,2434,14.67%,+1,1907,11.49%,+0,36,0.22%,+8,1954,11.77%,+0,14591,87.92%,+0,15,0.09%,+0,847,5.10%,+0,25,16571,+0,14875,15722,874,,,,
11月30日 星期二,49,+5,,16601,+0,12255,+5,2439,14.69%,+0,1907,11.49%,+0,36,0.22%,+5,1959,11.80%,+0,14591,87.89%,+0,15,0.09%,+0,847,5.10%,+0,25,16576,+0,14875,15722,879,,,,
12月01日 星期三,49,+8,,16609,+0,12255,+5,2444,14.71%,+3,1910,11.50%,+0,36,0.22%,+8,1967,11.84%,+0,14591,87.85%,+0,15,0.09%,+0,847,5.10%,+0,25,16584,+0,14875,15722,887,,,,
12月02日 星期四,49,+17,,16626,+0,12255,+16,2460,14.80%,+1,1911,11.49%,+0,36,0.22%,+17,1984,11.93%,+0,14591,87.76%,+0,15,0.09%,+0,847,5.09%,+0,25,16601,+0,14875,15722,904,,,,
12月03日 星期五,49,+11,,16637,+0,12255,+4,2464,14.81%,+7,1918,11.53%,+0,36,0.22%,+11,1995,11.99%,+0,14591,87.70%,+0,15,0.09%,+0,847,5.09%,+0,25,16612,+0,14875,15722,915,,,,
12月04日 星期六,49,+11,+70,16648,+0,12255,+5,2469,14.83%,+6,1924,11.56%,+0,36,0.22%,+11,2006,12.05%,+0,14591,87.64%,+0,15,0.09%,+0,847,5.09%,+0,25,16623,+0,14875,15722,926,,,,
12月05日 星期日,50,+4,,16652,+0,12255,+3,2472,14.85%,+1,1925,11.56%,+0,36,0.22%,+4,2010,12.07%,+0,14591,87.62%,+0,15,0.09%,+0,847,5.09%,+0,25,16627,+0,14875,15722,930,,,,
12月06日 星期一,50,+10,,16662,+0,12255,+6,2478,14.87%,+4,1929,11.58%,+0,36,0.22%,+10,2020,12.12%,+0,14591,87.57%,+0,15,0.09%,+0,847,5.08%,+0,25,16637,+0,14875,15722,940,,,,
12月07日 星期二,50,+21,,16683,+0,12255,+8,2486,14.90%,+13,1942,11.64%,+0,36,0.22%,+21,2041,12.23%,+0,14591,87.46%,+0,15,0.09%,+0,847,5.08%,+0,25,16658,+0,14875,15722,961,,,,
12月08日 星期三,50,+5,,16688,+0,12255,+3,2489,14.91%,+2,1944,11.65%,+0,36,0.22%,+5,2046,12.26%,+0,14591,87.43%,+0,15,0.09%,+0,847,5.08%,+0,25,16663,+0,14875,15722,966,,,,
12月09日 星期四,50,+17,,16705,+0,12255,+11,2500,14.97%,+6,1950,11.67%,+0,36,0.22%,+16,2062,12.34%,+1,14592,87.35%,+0,15,0.09%,+0,847,5.07%,+0,25,16680,+0,14875,15722,983,,,,
12月10日 星期五,50,+16,,16721,+0,12255,+9,2509,15.01%,+7,1957,11.70%,+0,36,0.22%,+15,2077,12.42%,+1,14593,87.27%,+0,15,0.09%,+0,847,5.07%,+0,25,16696,+0,14875,15722,999,,,,
12月11日 星期六,50,+10,+83,16731,+0,12255,+7,2516,15.04%,+3,1960,11.71%,+0,36,0.22%,+9,2086,12.47%,+1,14594,87.23%,+0,15,0.09%,+0,847,5.06%,+0,25,16706,+0,14875,15722,1009,,,,
12月12日 星期日,51,+6,,16737,+0,12255,+5,2521,15.06%,+1,1961,11.72%,+0,36,0.22%,+6,2092,12.50%,+0,14594,87.20%,+0,15,0.09%,+0,847,5.06%,+0,25,16712,+0,14875,15722,1015,,,,
12月13日 星期一,51,+5,,16742,+0,12255,+4,2525,15.08%,+1,1962,11.72%,+0,36,0.22%,+4,2096,12.52%,+1,14595,87.18%,+0,15,0.09%,+0,847,5.06%,+0,25,16717,+0,14875,15722,1020,,,,
12月14日 星期二,51,+10,,16752,+0,12255,+6,2531,15.11%,+4,1966,11.74%,+0,36,0.21%,+7,2103,12.55%,+3,14598,87.14%,+0,15,0.09%,+0,847,5.06%,+0,25,16727,+0,14875,15722,1030,,,,
12月15日 星期三,51,+7,,16759,+0,12255,+6,2537,15.14%,+1,1967,11.74%,+0,36,0.21%,+6,2109,12.58%,+1,14599,87.11%,+0,15,0.09%,+0,847,5.05%,+0,25,16734,+0,14875,15722,1037,,,,
12月16日 星期四,51,+12,,16771,+0,12255,+4,2541,15.15%,+8,1975,11.78%,+0,36,0.21%,+11,2120,12.64%,+1,14600,87.06%,+0,15,0.09%,+0,847,5.05%,+1,26,16745,+0,14875,15722,1049,,,,
12月17日 星期五,51,+15,,16786,+0,12255,+8,2549,15.19%,+7,1982,11.81%,+0,36,0.21%,+15,2135,12.72%,+0,14600,86.98%,+0,15,0.09%,+0,847,5.05%,+0,26,16760,+0,14875,15722,1064,,,,
12月18日 星期六,51,+13,+68,16799,+0,12255,+6,2555,15.21%,+7,1989,11.84%,+0,36,0.21%,+13,2148,12.79%,+0,14600,86.91%,+0,15,0.09%,+0,847,5.04%,+0,26,16773,+0,14875,15722,1077,,,,
12月19日 星期日,52,+6,,16805,+0,12255,+3,2558,15.22%,+3,1992,11.85%,+0,36,0.21%,+6,2154,12.82%,+0,14600,86.88%,+0,15,0.09%,+0,847,5.04%,+0,26,16779,+0,14875,15722,1083,,,,
12月20日 星期一,52,+11,,16816,+0,12255,+7,2565,15.25%,+4,1996,11.87%,+0,36,0.21%,+11,2165,12.87%,+0,14600,86.82%,+0,15,0.09%,+0,847,5.04%,+0,26,16790,+0,14875,15722,1094,,,,
12月21日 星期二,52,+10,,16826,+0,12255,+5,2570,15.27%,+5,2001,11.89%,+0,36,0.21%,+10,2175,12.93%,+0,14600,86.77%,+0,15,0.09%,+0,847,5.03%,+0,26,16800,+0,14875,15722,1104,,,,
12月22日 星期三,52,+14,,16840,+0,12255,+9,2579,15.31%,+5,2006,11.91%,+0,36,0.21%,+14,2189,13.00%,+0,14600,86.70%,+0,15,0.09%,+0,847,5.03%,+0,26,16814,+0,14875,15722,1118,,,,
12月23日 星期四,52,+13,,16853,+0,12255,+8,2587,15.35%,+5,2011,11.93%,+0,36,0.21%,+13,2202,13.07%,+0,14600,86.63%,+0,15,0.09%,+0,847,5.03%,+0,26,16827,+0,14875,15722,1131,,,,
12月24日 星期五,52,+20,,16873,+0,12255,+14,2601,15.42%,+6,2017,11.95%,+0,36,0.21%,+20,2222,13.17%,+0,14600,86.53%,+0,15,0.09%,+0,847,5.02%,+0,26,16847,+0,14875,15722,1151,,,,
12月25日 星期六,52,+18,+92,16891,+0,12255,+15,2616,15.49%,+3,2020,11.96%,+0,36,0.21%,+18,2240,13.26%,+0,14600,86.44%,+0,15,0.09%,+0,847,5.01%,+0,26,16865,+0,14875,15722,1169,,,,
12月26日 星期日,53,+24,,16915,+0,12255,+14,2630,15.55%,+10,2030,12.00%,+0,36,0.21%,+23,2263,13.38%,+1,14601,86.32%,+0,15,0.09%,+0,847,5.01%,+1,27,16888,+0,14875,15722,1193,,,,
12月27日 星期一,53,+16,,16931,+0,12255,+12,2642,15.60%,+4,2034,12.01%,+0,36,0.21%,+16,2279,13.46%,+0,14601,86.24%,+0,15,0.09%,+0,847,5.00%,+0,27,16904,+0,14875,15722,1209,,,,
12月28日 星期二,53,+19,,16950,+0,12255,+9,2651,15.64%,+10,2044,12.06%,+0,36,0.21%,+18,2297,13.55%,+1,14602,86.15%,+0,15,0.09%,+0,847,5.00%,+0,27,16923,+0,14875,15722,1228,,,,
12月29日 星期三,53,+14,,16964,+0,12255,+6,2657,15.66%,+8,2052,12.10%,+0,36,0.21%,+14,2311,13.62%,+0,14602,86.08%,+0,15,0.09%,+0,847,4.99%,+0,27,16937,+0,14875,15722,1242,,,,
12月30日 星期四,53,+24,,16988,+0,12255,+11,2668,15.71%,+13,2065,12.16%,+0,36,0.21%,+23,2334,13.74%,+1,14603,85.96%,+0,15,0.09%,+0,847,4.99%,+0,27,16961,+0,14875,15722,1266,,,,
12月31日 星期五,53,+41,+138,17029,+0,12255,+16,2684,15.76%,+25,2090,12.27%,+0,36,0.21%,+40,2374,13.94%,+1,14604,85.76%,+0,15,0.09%,+0,847,4.97%,+0,27,17002,+0,14875,15722,1307,,,,
2022分隔線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01月01日 星期六,1,+21,+21,17050,+0,12255,+15,2699,15.83%,+6,2096,12.29%,+0,36,0.21%,+21,2395,14.05%,+0,14604,85.65%,+0,15,0.09%,+0,847,4.97%,+0,27,17023,+0,14875,15722,1328,,,,
01月02日 星期日,2,+20,,17070,+0,12255,+10,2709,15.87%,+10,2106,12.34%,+0,36,0.21%,+19,2414,14.14%,+1,14605,85.56%,+0,15,0.09%,+0,847,4.96%,+0,27,17043,+0,14875,15722,1348,,,,
01月03日 星期一,2,+25,,17095,+0,12255,+9,2718,15.90%,+16,2122,12.41%,+0,36,0.21%,+25,2439,14.27%,+0,14605,85.43%,+0,15,0.09%,+0,847,4.95%,+0,27,17068,+0,14875,15722,1373,,,,
01月04日 星期二,2,+34,,17129,+0,12255,+17,2735,15.97%,+17,2139,12.49%,+0,36,0.21%,+30,2469,14.41%,+4,14609,85.29%,+0,15,0.09%,+0,847,4.94%,+0,27,17102,+0,14875,15722,1407,,,,
01月05日 星期三,2,+26,,17155,+0,12255,+12,2747,16.01%,+14,2153,12.55%,+0,36,0.21%,+25,2494,14.54%,+1,14610,85.16%,+0,15,0.09%,+0,847,4.94%,+0,27,17128,+0,14875,15722,1433,,,,
01月06日 星期四,2,+41,,17196,+0,12255,+19,2766,16.09%,+22,2175,12.65%,+0,36,0.21%,+37,2531,14.72%,+4,14614,84.98%,+0,15,0.09%,+0,847,4.93%,+0,27,17169,+0,14875,15722,1474,,,,
01月07日 星期五,2,+62,,17258,+0,12255,+30,2796,16.20%,+32,2207,12.79%,+0,36,0.21%,+58,2589,15.00%,+4,14618,84.70%,+0,15,0.09%,+0,847,4.91%,+0,27,17231,+0,14875,15722,1536,,,,
01月08日 星期六,2,+44,+254,17302,+1,12256,+26,2822,16.31%,+17,2224,12.85%,+0,36,0.21%,+42,2631,15.21%,+2,14620,84.50%,+0,15,0.09%,+0,847,4.90%,+1,28,17274,+0,14875,15722,1580,,,,
01月09日 星期日,3,+59,,17361,+0,12256,+33,2855,16.44%,+26,2250,12.96%,+0,36,0.21%,+48,2679,15.43%,+11,14631,84.28%,+0,15,0.09%,+0,847,4.88%,+1,29,17332,+0,14875,15722,1639,,,,
01月10日 星期一,3,+32,,17393,+0,12256,+16,2871,16.51%,+16,2266,13.03%,+0,36,0.21%,+26,2705,15.55%,+6,14637,84.15%,+0,15,0.09%,+0,847,4.87%,+0,29,17364,+0,14875,15722,1671,,,,
01月11日 星期二,3,+70,,17463,+0,12256,+33,2904,16.63%,+37,2303,13.19%,+0,36,0.21%,+58,2763,15.82%,+12,14649,83.89%,+0,15,0.09%,+0,847,4.85%,+0,29,17434,+0,14875,15722,1741,,,,
01月12日 星期三,3,+96,,17559,+41,12297,+26,2930,16.69%,+29,2332,13.28%,+0,36,0.21%,+92,2855,16.26%,+4,14653,83.45%,+0,15,0.09%,+0,847,4.82%,+1,30,17529,+0,14875,15722,1837,,,,
01月13日 星期四,3,+65,,17624,+6,12303,+20,2950,16.74%,+39,2371,13.45%,+0,36,0.20%,+51,2906,16.49%,+14,14667,83.22%,+0,15,0.09%,+0,847,4.81%,+0,30,17594,+0,14875,15722,1902,,,,
01月14日 星期五,3,+67,,17691,+8,12311,+31,2981,16.85%,+28,2399,13.56%,+0,36,0.20%,+56,2962,16.74%,+11,14678,82.97%,+0,15,0.08%,+0,847,4.79%,+0,30,17661,+0,14875,15722,1969,,,,
01月15日 星期六,3,+78,+469,17769,+3,12314,+40,3021,17.00%,+35,2434,13.70%,+0,36,0.20%,+72,3034,17.07%,+6,14684,82.64%,+0,15,0.08%,+0,847,4.77%,+0,30,17739,+0,14875,15722,2047,,,,
01月16日 星期日,4,+50,,17819,+0,12314,+27,3048,17.11%,+23,2457,13.79%,+0,36,0.20%,+41,3075,17.26%,+9,14693,82.46%,+0,15,0.08%,+0,847,4.75%,+2,32,17787,+0,14875,15722,2097,,,,
01月17日 星期一,4,+64,,17883,+0,12314,+35,3083,17.24%,+29,2486,13.90%,+0,36,0.20%,+48,3123,17.46%,+16,14709,82.25%,+0,15,0.08%,+1,848,4.74%,+0,32,17851,+0,14875,15723,2160,,,,
01月18日 星期二,4,+66,,17949,+0,12314,+43,3126,17.42%,+23,2509,13.98%,+0,36,0.20%,+49,3172,17.67%,+17,14726,82.04%,+0,15,0.08%,+0,848,4.72%,+0,32,17917,+0,14875,15723,2226,,,,
01月19日 星期三,4,+53,,18002,+4,12318,+21,3147,17.48%,+28,2537,14.09%,+0,36,0.20%,+44,3216,17.86%,+9,14735,81.85%,+0,15,0.08%,+0,848,4.71%,+0,32,17970,+0,14875,15723,2279,,,,
01月20日 星期四,4,+37,,18039,+0,12318,+18,3165,17.55%,+19,2556,14.17%,+0,36,0.20%,+24,3240,17.96%,+13,14748,81.76%,+0,15,0.08%,+0,848,4.70%,+0,32,18007,+0,14875,15723,2316,,,,
01月21日 星期五,4,+64,,18103,+1,12319,+29,3194,17.64%,+34,2590,14.31%,+0,36,0.20%,+45,3285,18.15%,+19,14767,81.57%,+0,15,0.08%,+0,848,4.68%,+1,33,18070,+0,14875,15723,2380,,,,
01月22日 星期六,4,+128,+469,18231,+64,12383,+38,3232,17.73%,+26,2616,14.35%,+0,36,0.20%,+46,3331,18.27%,+82,14849,81.45%,+0,15,0.08%,+0,848,4.65%,+0,33,18198,+0,14875,15723,2508,,,,
01月23日 星期日,5,+86,,18317,+24,12407,+32,3264,17.82%,+30,2646,14.45%,+0,36,0.20%,+37,3368,18.39%,+49,14898,81.33%,+0,15,0.08%,+0,848,4.63%,+0,33,18284,+0,14875,15723,2594,,,,
01月24日 星期一,5,+51,,18368,+0,12407,+31,3295,17.94%,+20,2666,14.51%,+0,36,0.20%,+36,3404,18.53%,+15,14913,81.19%,+0,15,0.08%,+0,848,4.62%,+0,33,18335,+0,14875,15723,2645,,,,
01月25日 星期二,5,+38,,18406,+0,12407,+12,3307,17.97%,+26,2692,14.63%,+0,36,0.20%,+25,3429,18.63%,+13,14926,81.09%,+0,15,0.08%,+0,848,4.61%,+0,33,18373,+0,14875,15723,2683,,,,
01月26日 星期三,5,+92,,18498,+0,12407,+51,3358,18.15%,+41,2733,14.77%,+0,36,0.19%,+46,3475,18.79%,+46,14972,80.94%,+0,15,0.08%,+0,848,4.58%,+2,35,18463,+0,14875,15723,2775,,,,
01月27日 星期四,5,+64,,18562,+0,12407,+32,3390,18.26%,+32,2765,14.90%,+0,36,0.19%,+43,3518,18.95%,+21,14993,80.77%,+0,15,0.08%,+0,848,4.57%,+1,36,18526,+0,14875,15723,2839,,,,
01月28日 星期五,5,+70,,18632,+0,12407,+32,3422,18.37%,+38,2803,15.04%,+0,36,0.19%,+44,3562,19.12%,+26,15019,80.61%,+0,15,0.08%,+0,848,4.55%,+2,38,18594,+0,14875,15723,2909,,,,
01月29日 星期六,5,+47,+450,18679,+0,12407,+24,3446,18.45%,+23,2826,15.13%,+0,36,0.19%,+30,3592,19.23%,+17,15036,80.50%,+0,15,0.08%,+0,848,4.54%,+2,40,18639,+0,14875,15723,2956,,,,
01月30日 星期日,6,+54,,18733,+0,12407,+27,3473,18.54%,+27,2853,15.23%,+0,36,0.19%,+39,3631,19.38%,+15,15051,80.34%,+0,15,0.08%,+0,848,4.53%,+0,40,18693,+0,14875,15723,3010,,,,
01月31日 星期一,6,+55,,18788,+0,12407,+34,3507,18.67%,+21,2874,15.30%,+0,36,0.19%,+37,3668,19.52%,+18,15069,80.21%,+0,15,0.08%,+0,848,4.51%,+1,41,18747,+0,14875,15723,3065,,,,
02月01日 星期二,6,+60,,18848,+0,12407,+40,3547,18.82%,+20,2894,15.35%,+0,36,0.19%,+44,3712,19.69%,+16,15085,80.04%,+0,15,0.08%,+0,848,4.50%,+0,41,18807,+0,14875,15723,3125,,,,
02月02日 星期三,6,+53,,18901,+1,12408,+27,3574,18.91%,+25,2919,15.44%,+0,36,0.19%,+37,3749,19.83%,+16,15101,79.90%,+0,15,0.08%,+0,848,4.49%,+0,41,18860,+0,14875,15723,3178,,,,
02月03日 星期四,6,+55,,18956,+1,12409,+24,3598,18.98%,+30,2949,15.56%,+0,36,0.19%,+31,3780,19.94%,+24,15125,79.79%,+0,15,0.08%,+0,848,4.47%,+0,41,18915,+0,14875,15723,3233,,,,
02月04日 星期五,6,+71,,19027,+0,12409,+40,3638,19.12%,+31,2980,15.66%,+0,36,0.19%,+45,3825,20.10%,+26,15151,79.63%,+0,15,0.08%,+1,849,4.46%,+0,41,18986,+0,14875,15724,3303,,,,
02月05日 星期六,6,+72,+420,19099,+25,12434,+27,3665,19.19%,+20,3000,15.71%,+0,36,0.19%,+32,3857,20.19%,+40,15191,79.54%,+0,15,0.08%,+0,849,4.45%,+0,41,19058,+0,14875,15724,3375,,,,
02月06日 星期日,7,+43,,19142,+0,12434,+21,3686,19.26%,+22,3022,15.79%,+0,36,0.19%,+29,3886,20.30%,+14,15205,79.43%,+0,15,0.08%,+0,849,4.44%,+1,42,19100,+0,14875,15724,3418,,,,
02月07日 星期一,7,+49,,19191,+0,12434,+29,3715,19.36%,+20,3042,15.85%,+0,36,0.19%,+47,3933,20.49%,+2,15207,79.24%,+0,15,0.08%,+0,849,4.42%,+0,42,19149,+0,14875,15724,3467,,,,
02月08日 星期二,7,+48,,19239,+1,12435,+19,3734,19.41%,+28,3070,15.96%,+0,36,0.19%,+22,3955,20.56%,+26,15233,79.18%,+0,15,0.08%,+0,849,4.41%,+0,42,19197,+0,14875,15724,3515,,,,
02月09日 星期三,7,+54,,19293,+0,12435,+32,3766,19.52%,+22,3092,16.03%,+0,36,0.19%,+44,3999,20.73%,+10,15243,79.01%,+0,15,0.08%,+0,849,4.40%,+0,42,19251,+0,14875,15724,3569,,,,
02月10日 星期四,7,+83,,19376,+14,12449,+26,3792,19.57%,+43,3135,16.18%,+0,36,0.19%,+46,4045,20.88%,+37,15280,78.86%,+0,15,0.08%,+0,849,4.38%,+0,42,19334,+0,14875,15724,3652,,,,
02月11日 星期五,7,+79,,19455,+2,12451,+36,3828,19.68%,+41,3176,16.32%,+0,36,0.19%,+61,4106,21.11%,+18,15298,78.63%,+0,15,0.08%,+0,849,4.36%,+0,42,19413,+0,14875,15724,3731,,,,
02月12日 星期六,7,+58,+414,19513,+0,12451,+29,3857,19.77%,+29,3205,16.42%,+0,36,0.18%,+48,4154,21.29%,+10,15308,78.45%,+0,15,0.08%,+0,849,4.35%,+0,42,19471,+0,14875,15724,3789,,,,
02月13日 星期日,8,+50,,19563,+0,12451,+22,3879,19.83%,+28,3233,16.53%,+0,36,0.18%,+40,4194,21.44%,+10,15318,78.30%,+0,15,0.08%,+0,849,4.34%,+0,42,19521,+0,14875,15724,3839,,,,
02月14日 星期一,8,+54,,19617,+1,12452,+26,3905,19.91%,+27,3260,16.62%,+0,36,0.18%,+50,4244,21.63%,+4,15322,78.11%,+0,15,0.08%,+0,849,4.33%,+0,42,19575,+0,14875,15724,3893,,,,
02月15日 星期二,8,+45,,19662,+0,12452,+27,3932,20.00%,+18,3278,16.67%,+0,36,0.18%,+40,4284,21.79%,+5,15327,77.95%,+0,15,0.08%,+0,849,4.32%,+0,42,19620,+0,14875,15724,3938,,,,
02月16日 星期三,8,+67,,19729,+0,12452,+34,3966,20.10%,+33,3311,16.78%,+0,36,0.18%,+53,4337,21.98%,+14,15341,77.76%,+0,15,0.08%,+0,849,4.30%,+0,42,19687,+0,14875,15724,4005,,,,
02月17日 星期四,8,+68,,19797,+0,12452,+43,4009,20.25%,+25,3336,16.85%,+0,36,0.18%,+54,4391,22.18%,+14,15355,77.56%,+0,15,0.08%,+0,849,4.29%,+0,42,19755,+0,14875,15724,4073,,,,
02月18日 星期五,8,+67,,19864,+0,12452,+34,4043,20.35%,+33,3369,16.96%,+0,36,0.18%,+51,4442,22.36%,+16,15371,77.38%,+0,15,0.08%,+0,849,4.27%,+0,42,19822,+0,14875,15724,4140,,,,
02月19日 星期六,8,+73,+424,19937,+2,12454,+45,4088,20.50%,+26,3395,17.03%,+0,36,0.18%,+63,4505,22.60%,+10,15381,77.15%,+0,15,0.08%,+0,849,4.26%,+0,42,19895,+0,14875,15724,4213,,,,
02月20日 星期日,9,+70,,20007,+1,12455,+43,4131,20.65%,+26,3421,17.10%,+0,36,0.18%,+65,4570,22.84%,+5,15386,76.90%,+0,15,0.07%,+0,849,4.24%,+0,42,19965,+0,14875,15724,4283,,,,
02月21日 星期一,9,+49,,20056,+0,12455,+26,4157,20.73%,+23,3444,17.17%,+0,36,0.18%,+45,4615,23.01%,+4,15390,76.74%,+0,15,0.07%,+0,849,4.23%,+0,42,20014,+0,14875,15724,4332,,,,
02月22日 星期二,9,+44,,20100,+0,12455,+27,4184,20.82%,+17,3461,17.22%,+0,36,0.18%,+39,4654,23.15%,+5,15395,76.59%,+0,15,0.07%,+0,849,4.22%,+0,42,20058,+0,14875,15724,4376,,,,
02月23日 星期三,9,+56,,20156,+0,12455,+33,4217,20.92%,+23,3484,17.29%,+0,36,0.18%,+53,4707,23.35%,+3,15398,76.39%,+0,15,0.07%,+1,850,4.22%,+0,42,20114,+0,14875,15724,4432,,,,
02月24日 星期四,9,+80,,20236,+0,12455,+46,4263,21.07%,+34,3518,17.38%,+0,36,0.18%,+73,4780,23.62%,+7,15405,76.13%,+0,15,0.07%,+0,850,4.20%,+1,43,20193,+0,14875,15724,4512,,,,
02月25日 星期五,9,+68,,20304,+2,12457,+32,4295,21.15%,+34,3552,17.49%,+0,36,0.18%,+65,4845,23.86%,+3,15408,75.89%,+0,15,0.07%,+0,850,4.19%,+0,43,20261,+0,14875,15724,4580,,,,
02月26日 星期六,9,+69,+436,20373,+0,12457,+37,4332,21.26%,+32,3584,17.59%,+0,36,0.18%,+63,4908,24.09%,+6,15414,75.66%,+0,15,0.07%,+0,850,4.17%,+1,44,20329,+0,14875,15725,4648,,,,
02月27日 星期日,10,+60,,20433,+0,12457,+34,4366,21.37%,+26,3610,17.67%,+0,36,0.18%,+44,4952,24.24%,+16,15430,75.52%,+0,15,0.07%,+0,850,4.16%,+0,44,20389,+0,14875,15725,4708,,,,
02月28日 星期一,10,+56,,20489,+0,12457,+30,4396,21.46%,+26,3636,17.75%,+0,36,0.18%,+47,4999,24.40%,+9,15439,75.35%,+0,15,0.07%,+0,850,4.15%,+0,44,20445,+0,14875,15725,4764,,,,
03月01日 星期二,10,+44,,20533,+0,12457,+26,4422,21.54%,+18,3654,17.80%,+0,36,0.18%,+40,5039,24.54%,+4,15443,75.21%,+0,15,0.07%,+0,850,4.14%,+0,44,20489,+0,14875,15725,4808,,,,
03月02日 星期三,10,+49,,20582,+0,12457,+30,4452,21.63%,+19,3673,17.85%,+0,36,0.17%,+47,5086,24.71%,+2,15445,75.04%,+0,15,0.07%,+0,850,4.13%,+0,44,20538,+0,14875,15725,4857,,,,
03月03日 星期四,10,+71,,20653,+1,12458,+36,4488,21.73%,+34,3707,17.95%,+0,36,0.17%,+66,5152,24.95%,+5,15450,74.81%,+0,15,0.07%,+0,850,4.12%,+0,44,20609,+0,14875,15725,4928,,,,
03月04日 星期五,10,+64,,20717,+0,12458,+34,4522,21.83%,+30,3737,18.04%,+0,36,0.17%,+62,5214,25.17%,+2,15452,74.59%,+0,15,0.07%,+0,850,4.10%,+0,44,20673,+0,14875,15725,4992,,,,
03月05日 星期六,10,+80,+424,20797,+0,12458,+30,4552,21.89%,+50,3787,18.21%,+0,36,0.17%,+72,5286,25.42%,+8,15460,74.34%,+0,15,0.07%,+0,850,4.09%,+0,44,20753,+0,14875,15725,5072,,,,
03月06日 星期日,11,+43,,20840,+1,12459,+18,4570,21.93%,+24,3811,18.29%,+0,36,0.17%,+40,5326,25.56%,+3,15463,74.20%,+0,15,0.07%,+0,850,4.08%,+0,44,20796,+0,14875,15725,5115,,,,
03月07日 星期一,11,+29,,20869,+0,12459,+19,4589,21.99%,+10,3821,18.31%,+0,36,0.17%,+27,5353,25.65%,+2,15465,74.11%,+0,15,0.07%,+0,850,4.07%,+0,44,20825,+0,14875,15725,5144,,,,
03月08日 星期二,11,+53,,20922,+0,12459,+34,4623,22.10%,+19,3840,18.35%,+0,36,0.17%,+45,5398,25.80%,+8,15473,73.96%,+0,15,0.07%,+0,850,4.06%,+0,44,20878,+0,14875,15725,5197,,,,
03月09日 星期三,11,+77,,20999,+0,12459,+47,4670,22.24%,+30,3870,18.43%,+0,36,0.17%,+74,5472,26.06%,+3,15476,73.70%,+0,15,0.07%,+0,850,4.05%,+0,44,20955,+0,14875,15725,5274,,,,
03月10日 星期四,11,+82,,21081,+0,12459,+44,4714,22.36%,+38,3908,18.54%,+0,36,0.17%,+82,5554,26.35%,+0,15476,73.41%,+0,15,0.07%,+0,850,4.03%,+0,44,21037,+0,14875,15725,5356,,,,
03月11日 星期五,11,+82,,21163,+0,12459,+47,4761,22.50%,+35,3943,18.63%,+0,36,0.17%,+75,5629,26.60%,+7,15483,73.16%,+0,15,0.07%,+0,850,4.02%,+0,44,21119,+0,14875,15725,5438,,,,
03月12日 星期六,11,+62,+428,21225,+0,12459,+37,4798,22.61%,+25,3968,18.69%,+0,36,0.17%,+61,5690,26.81%,+1,15484,72.95%,+0,15,0.07%,+0,850,4.00%,+0,44,21181,+0,14875,15725,5500,,,,
03月13日 星期日,12,+63,,21288,+0,12459,+35,4833,22.70%,+28,3996,18.77%,+0,36,0.17%,+58,5748,27.00%,+5,15489,72.76%,+0,15,0.07%,+0,850,3.99%,+0,44,21244,+0,14875,15725,5563,,,,
03月14日 星期一,12,+75,,21363,+1,12460,+43,4876,22.82%,+31,4027,18.85%,+0,36,0.17%,+71,5819,27.24%,+4,15493,72.52%,+0,15,0.07%,+0,850,3.98%,+1,45,21318,+0,14875,15725,5638,,,,
03月15日 星期二,12,+39,,21402,+0,12460,+26,4902,22.90%,+13,4040,18.88%,+0,36,0.17%,+39,5858,27.37%,+0,15493,72.39%,+0,15,0.07%,+0,850,3.97%,+0,45,21357,+0,14875,15725,5677,,,,
03月16日 星期三,12,+90,,21492,+0,12460,+61,4963,23.09%,+29,4069,18.93%,+0,36,0.17%,+87,5945,27.66%,+3,15496,72.10%,+0,15,0.07%,+0,850,3.95%,+0,45,21447,+0,14875,15725,5767,,,,
03月17日 星期四,12,+91,,21583,+0,12460,+34,4997,23.15%,+57,4126,19.12%,+0,36,0.17%,+91,6036,27.97%,+0,15496,71.80%,+0,15,0.07%,+0,850,3.94%,+0,45,21538,+0,14875,15725,5858,,,,
03月18日 星期五,12,+75,,21658,+0,12460,+53,5050,23.32%,+22,4148,19.15%,+0,36,0.17%,+74,6110,28.21%,+1,15497,71.55%,+0,15,0.07%,+0,850,3.92%,+0,45,21613,+0,14875,15725,5933,,,,
03月19日 星期六,12,+126,+559,21784,+0,12460,+63,5113,23.47%,+63,4211,19.33%,+0,36,0.17%,+119,6229,28.59%,+7,15504,71.17%,+0,15,0.07%,+0,850,3.90%,+0,45,21739,+0,14875,15725,6059,,,,
